volume,all_views,run,cost,today_views,days_ago,is_restyle,modified,up,age,Легкосплавные диски,Панорамная крыша,Круиз-контроль,Противотуманные фары,Обогрев зеркал,Парктроники,Системы помощи,ESP (система поддержания динамической стабильности),Ксеноновые фары,CD/MP3 проигрыватель,Обогрев руля,Управление мультимедиа с руля,Климат-контроль,Обогрев лобового стекла,Фаркоп,Светодиодные фары,Мультимедийный экран,Иммобилайзер,Контроль мертвых зон на зеркалах,Подушки безопасности боковые,Кондиционер,Материал салона - натуральная кожа,Датчик дождя,Штатная навигация,Электростеклоподъемники передние,AUX/iPod,USB,Подушки безопасности задние,Автозапуск двигателя,Сигнализация,Обогрев сидений,Камера заднего вида,ABS (антиблокировочная система),Рейлинги на крыше,Электрорегулировка сидений,Подушки безопасности передние,Электростеклоподъемники задние,Bluetooth,Антипробуксовочная система,Люк,cuzov,fuel,brand,region,model,color,drive-unit,state,transmission
3000,865,395000,15 200,65,6,0,0,1,12,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,седан,дизель,BMW,Брестская обл.,"5 серия E60, E61 535D",синий,Задний,с пробегом,Автомат
2000,265,350000,4 900,7,5,0,0,1,17,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,минивэн,дизель,Opel,Гродненская обл.,Zafira A,черный,Передний,с пробегом,Механика
2000,133,23000,28 000,11,2,1,0,0,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,внедорожник,бензин,BMW,Минск,X3 F25 (рестайлинг),серебристый,Постоянный полный,с пробегом,Автомат
1800,222,450000,600,35,2,0,0,0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,седан,бензин,Audi,Могилевская обл.,80 B2,серый,Передний,с пробегом,Механика
1600,523,200000,1 200,61,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Volkswagen,Могилевская обл.,Golf II,серебристый,Передний,с пробегом,Механика
1400,240,555555,750,15,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Mazda,Гродненская обл.,121 II кабриолет,другой,Передний,с пробегом,Механика
1900,139,360000,2 100,17,2,0,0,0,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,минивэн,дизель,Renault,Могилевская обл.,Scenic I,синий,Передний,с пробегом,Механика
1900,519,280000,5 750,11,6,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,дизель,SEAT,Брестская обл.,Alhambra I (рестайлинг),серебристый,Передний,с пробегом,Механика
1800,81,300000,3 500,9,2,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,седан,бензин,Volkswagen,Минская обл.,Passat B5 1.8t.,зеленый,Передний,с пробегом,Автомат
2900,481,410381,5 500,61,3,0,0,1,16,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,внедорожник,бензин,Volvo,Витебская обл.,XC90 I,черный,Подключаемый полный,с пробегом,Автомат
2200,36,300000,2 950,5,2,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,минивэн,бензин,Opel,Могилевская обл.,Sintra,синий,Передний,с пробегом,Механика
2500,731,222000,5 999,32,6,0,0,1,11,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,внедорожник,бензин,Renault,Минск,Koleos I,черный,Подключаемый полный,с пробегом,Механика
5000,625,350000,10 500,29,4,0,0,1,13,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,седан,бензин,Mercedes-Benz,Минск,S-Класс W221,черный,Задний,с пробегом,Автомат
700,205,71000,20 900,30,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,BMW,Минск,i3 I01 REX,серебристый,Задний,с пробегом,Автомат
1600,433,294888,800,28,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Volkswagen,Минская обл.,Golf II,черный,,с пробегом,Механика
2000,143,44130,16 065,143,2,0,0,0,4,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,внедорожник,бензин,Nissan,Гомельская обл.,Qashqai II SE Plus,черный,Передний,с пробегом,Автомат
1800,328,250000,1 650,27,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,бензин,Peugeot,Брестская обл.,406 I,синий,Передний,с пробегом,Механика
1600,298,57,7 200,32,5,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,седан,бензин,Renault,Минск,Logan II,синий,Передний,с пробегом,Механика
1800,190,100000,12 900,12,4,0,0,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,внедорожник,бензин,Opel,Минск,Mokka I Cosmo,коричневый,Передний,с пробегом,Механика
2160,309,271000,9 000,16,6,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,дизель,Mercedes-Benz,Гомельская обл.,"E-Класс W211, S211 CDI",черный,Задний,с пробегом,Механика
2400,342,0,14 000,39,2,1,0,0,11,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,внедорожник,дизель,Volvo,Могилевская обл.,XC90 I (рестайлинг),черный,Постоянный полный,с пробегом,Автомат
2400,210,370000,5 950,16,3,0,0,1,17,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,седан,дизель,Volvo,Минск,S60 I,серебристый,Передний,с пробегом,Механика
2000,23,180000,8 200,23,1,0,0,0,12,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,седан,бензин,Audi,Минск,A4 B7,серый,Передний,с пробегом,Автомат
2900,402,340000,3 200,33,2,0,0,0,22,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,седан,дизель,Mercedes-Benz,Гомельская обл.,"E-Класс W210, S210 Classic",серый,Задний,с пробегом,Автомат
1500,72,220000,1 450,72,2,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,седан,бензин,Daewoo,Минск,Nexia I,синий,Передний,с пробегом,Механика
1500,500,126000,10 300,28,5,0,0,1,5,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,седан,бензин,Ford,Брестская обл.,Fusion USA II,черный,Передний,с пробегом,Автомат
1600,219,340,1 450,19,3,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Volkswagen,Минская обл.,Golf III,красный,Передний,с пробегом,Механика
3700,212,223698,14 161,45,2,0,0,0,12,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,внедорожник,бензин,Hummer,Минск,H3,красный,Постоянный полный,с пробегом,Автомат
2400,555,80000,1 500,18,6,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,ГАЗ,Минск,24 10,другой,Задний,с пробегом,Механика
2800,692,200000,1 100,73,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Ford,Брестская обл.,Granada I,бордовый,Задний,с повреждениями,Механика
2000,153,350000,2 300,20,2,0,0,0,20,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,седан,дизель,Nissan,Могилевская обл.,Primera P11,синий,Передний,с пробегом,Механика
1400,321,298000,650,49,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Fiat,Минск,Tipo I,синий,,с пробегом,Механика
1800,95,320000,550,95,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,универсал,бензин,Ford,Минск,Escort V (2-й рестайлинг),другой,Передний,с пробегом,Механика
2000,3254,28000,6 000,134,4,1,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,седан,бензин,Volvo,Минск,S60 II (рестайлинг),белый,Передний,с повреждениями,Автомат
1500,239,104000,11 900,8,5,0,0,1,4,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,седан,бензин,Ford,Минск,Fusion USA II,серебристый,Передний,с пробегом,Автомат
1800,269,190000,5 200,15,4,1,1,1,13,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,лифтбек,бензин,Citroen,Витебская обл.,C5 I (рестайлинг),серый,Передний,с пробегом,Механика
1600,190,32489,391,18,2,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,седан,бензин,Ford,Могилевская обл.,Sierra I (рестайлинг),синий,Задний,с пробегом,Механика
1900,160,700000,1 800,9,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,универсал,дизель,Volkswagen,Гродненская обл.,Golf III,белый,Передний,с пробегом,Механика
1300,410,119700,6 000,60,2,0,0,0,12,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,купе,бензин,Mazda,Минск,RX-8 I 40th anniversary,серый,Задний,с пробегом,Механика
2200,171,140000,23 300,32,2,0,0,0,4,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,микроавтобус,дизель,Ford,Гродненская обл.,Tourneo Custom Titanium,серый,Передний,с пробегом,Механика
2200,424,267000,3 300,11,6,0,0,1,17,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,седан,бензин,Peugeot,Брестская обл.,607 I,серебристый,Передний,с пробегом,Автомат
1600,178,80000,17 000,25,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,внедорожник,бензин,Hyundai,Минск,Tucson III,серый,,с пробегом,Автомат
1500,383,320000,1 650,67,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,хэтчбек,бензин,Honda,Минск,Civic V,красный,Передний,с пробегом,Механика
3600,114,195000,7 813,114,2,0,0,0,12,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,внедорожник,бензин,Suzuki,Минск,XL-7,другой,Передний,с пробегом,Автомат
2000,219,117500,13 950,12,6,0,1,1,7,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,внедорожник,бензин,Volkswagen,Минск,Tiguan I (рестайлинг) 4motion,серый,Постоянный полный,с пробегом,Автомат
1300,531,67060,250,55,3,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Lada (ВАЗ),Витебская обл.,2101 21013,белый,Задний,с пробегом,Механика
1800,143,180000,550,143,2,0,0,0,27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,седан,бензин,Opel,Минск,Vectra A,синий,Передний,с пробегом,Механика
2300,187,240000,2 350,187,2,0,0,0,22,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,минивэн,бензин,Ford,Минск,Galaxy I,синий,Передний,с пробегом,Механика
1400,212,225000,4 200,3,6,0,0,1,16,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,хэтчбек,бензин,Peugeot,Гродненская обл.,307 I,зеленый,Передний,с пробегом,Механика
1900,143,340000,6 750,13,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,дизель,Volkswagen,Витебская обл.,Caddy III,черный,,с пробегом,Механика
1600,116,179000,12 450,116,2,0,0,0,3,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,универсал,дизель,Skoda,Минск,Octavia III,белый,Передний,с пробегом,Механика
2500,246,218870,7 900,21,2,0,0,0,10,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,седан,бензин,Mazda,Гомельская обл.,6 II Usa,серебристый,Передний,с пробегом,Автомат
900,140,112000,2 450,9,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,хэтчбек,бензин,Daewoo,Минск,Matiz M150 (рестайлинг),бордовый,Передний,с пробегом,Механика
2000,405,220000,17 999,65,2,0,1,0,9,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,микроавтобус,дизель,Volkswagen,Могилевская обл.,Multivan T5 Highline,серый,Передний,с пробегом,Механика
1500,295,170000,13 400,52,2,0,0,0,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,минивэн,дизель,BMW,Гродненская обл.,2 серия Gran Tourer F46 216d,черный,Передний,с пробегом,Механика
1900,201,311000,6 200,14,2,1,0,0,16,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,минивэн,дизель,Ford,Брестская обл.,Galaxy I (рестайлинг),белый,Передний,с пробегом,Механика
1200,82,198000,3 150,12,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,минивэн,бензин,Opel,Минск,Agila I,серебристый,Передний,с пробегом,Механика
2000,418,355000,2 870,14,6,0,0,1,22,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,седан,бензин,Nissan,Минск,Maxima IV (A32) QX 2.0 V6 Competence,бордовый,Передний,с пробегом,Автомат
2000,261,295000,2 800,30,2,0,0,0,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,универсал,дизель,Opel,Витебская обл.,Astra G,синий,Передний,с пробегом,Механика
1600,280,108000,5 600,17,4,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Ford,Витебская обл.,Fusion I (рестайлинг),синий,Передний,с пробегом,Механика
1500,179,98000,4 000,19,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Hyundai,Гродненская обл.,Accent LC,бордовый,Передний,с пробегом,Механика
4200,214,180000,9 999,214,2,0,0,0,12,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,внедорожник,бензин,Land,Минск,Rover Range Rover Sport I,черный,Постоянный полный,с пробегом,Автомат
3000,279,105000,27 900,14,5,0,0,1,5,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,седан,дизель,Mercedes-Benz,Минск,"CLS C218, X218 4matic",белый,Постоянный полный,с пробегом,Автомат
1600,64,32297,10 400,6,2,0,0,0,2,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,хэтчбек,бензин,Renault,Минская обл.,Sandero II,другой,Передний,с пробегом,Механика
1700,282,360000,370,20,2,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Mazda,Гомельская обл.,323 BG,белый,Передний,с повреждениями,Механика
1600,89,13000,11 390,8,2,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,седан,бензин,Volkswagen,Минск,Polo Sedan I (рестайлинг),белый,Передний,с пробегом,Механика
1600,100,70000,5 371,5,2,0,1,0,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,седан,бензин,Lifan,Гомельская обл.,Solano I,белый,Передний,с пробегом,Механика
1600,404,225000,5 600,34,2,1,0,0,8,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,универсал,бензин,Renault,Минская обл.,Logan I (рестайлинг),черный,Передний,с пробегом,Механика
2200,334,380000,4 200,28,4,0,0,1,15,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,седан,бензин,Peugeot,Минск,407,другой,Передний,с пробегом,Механика
1600,397,300000,2 000,9,6,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,бензин,Renault,Гомельская обл.,Scenic I 1.6,зеленый,Передний,с пробегом,Механика
1800,130,150000,14 999,14,4,0,0,1,8,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,седан,бензин,Mercedes-Benz,Минск,"E-Класс W212, S212, C207, A207",черный,Задний,с пробегом,Автомат
1400,150,65000,12 750,14,2,1,0,0,4,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,универсал,дизель,Toyota,Брестская обл.,Auris II (E180) (рестайлинг),серый,Передний,с пробегом,Механика
2400,833,100,3 300,226,2,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,микроавтобус,дизель,Volkswagen,Могилевская обл.,Transporter T4,бордовый,Передний,с пробегом,Механика
1700,210,280000,200,19,4,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,хэтчбек,бензин,Renault,Минск,19 I,серебристый,Передний,на запчасти,Механика
1900,129,378260,2 150,129,2,0,0,0,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,минивэн,дизель,Renault,Минск,Scenic I,синий,Передний,с пробегом,Механика
1800,98,343,4 200,11,2,0,0,0,18,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,минивэн,бензин,Opel,Минск,Zafira A,другой,Передний,с пробегом,Механика
2500,1766,293000,4 300,80,6,0,0,1,20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,внедорожник,дизель,Mitsubishi,Брестская обл.,Pajero Sport I,черный,Подключаемый полный,с пробегом,Механика
3200,123,233600,9 500,123,2,0,0,0,15,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,внедорожник,дизель,Mitsubishi,Минск,Pajero III,серебристый,Подключаемый полный,с пробегом,Автомат
1900,334,277520,3 800,13,3,0,1,1,25,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,универсал,дизель,Volkswagen,Могилевская обл.,Passat B4 1.9 TDI,синий,Передний,с пробегом,Механика
1600,369,300000,350,24,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Volkswagen,Могилевская обл.,Golf II,серый,Передний,на запчасти,Механика
3300,66,258000,3 400,7,5,0,0,1,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,минивэн,бензин,Dodge,Брестская обл.,Grand Caravan III se,синий,Передний,с пробегом,Автомат
2200,142,465000,6 100,14,2,0,0,0,15,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,хэтчбек,дизель,Opel,Минская обл.,Vectra C GTS,серебристый,Передний,с пробегом,Механика
1800,102,290000,3 150,102,2,1,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,седан,бензин,Peugeot,Минск,406 I (рестайлинг),серебристый,Передний,с пробегом,Механика
2500,326,280000,6 000,42,2,0,0,0,14,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,внедорожник,дизель,Kia,Гомельская обл.,Sorento I ex,бордовый,Подключаемый полный,с пробегом,Механика
2000,284,350000,600,44,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,бензин,Opel,Гомельская обл.,Omega B,белый,Задний,на запчасти,Механика
2200,211,360000,1 800,14,4,0,0,1,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,седан,бензин,Honda,Брестская обл.,Accord V,зеленый,Передний,с пробегом,Механика
1000,84,102000,5 900,84,2,1,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Toyota,Минск,Yaris II (XP9) (рестайлинг),серый,Передний,с пробегом,Механика
2300,485,277459,4 000,68,2,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,микроавтобус,дизель,Mercedes-Benz,Брестская обл.,Vito W638,другой,Передний,с пробегом,Механика
1600,115,106000,12 800,11,2,0,0,0,6,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,хэтчбек,бензин,Mercedes-Benz,Минск,B-Класс W246,белый,Передний,с пробегом,Автомат
